SYMBOLIC NAME                                     BUNDLE NAME                                                        VERSION
org.apache.jackrabbit.oak-jackrabbit-api          Jackrabbit API                                                     1.22.8
com.fasterxml.jackson.core.jackson-annotations    Jackson-annotations                                                2.11.4
com.fasterxml.jackson.core.jackson-core           Jackson-core                                                       2.11.4
org.apache.jackrabbit.oak-api                     Oak API                                                            1.22.8
org.apache.jackrabbit.oak-blob-cloud-azure        Oak Azure Cloud Blob Store                                         1.22.8
org.apache.jackrabbit.oak-blob-plugins            Oak Blob Plugins                                                   1.22.8
org.apache.jackrabbit.oak-blob                    Oak Blob Store                                                     1.22.8
org.apache.jackrabbit.oak-authorization-cug       Oak CUG Authorization                                              1.22.8
org.apache.jackrabbit.oak-commons                 Oak Commons                                                        1.22.8
org.apache.jackrabbit.oak-store-composite         Oak Composite Store                                                1.22.8
org.apache.jackrabbit.oak-core                    Oak Core                                                           1.22.8
org.apache.jackrabbit.oak-core-spi                Oak Core SPI                                                       1.22.8
org.apache.jackrabbit.oak-store-document          Oak DocumentNodeStore                                              1.22.8
org.apache.jackrabbit.oak-auth-external           Oak External Authentication Support                                1.22.8
org.apache.jackrabbit.oak-jcr                     Oak JCR Binding                                                    1.22.8
org.apache.jackrabbit.oak-auth-ldap               Oak LDAP Authentication Support                                    1.22.8
org.apache.jackrabbit.oak-lucene                  Oak Lucene                                                         1.22.8
org.apache.jackrabbit.oak-store-spi               Oak NodeStore and Commit SPI                                       1.22.8
org.apache.jackrabbit.oak-query-spi               Oak Query SPI                                                      1.22.8
org.apache.jackrabbit.oak-security-spi            Oak Security SPI                                                   1.22.8
org.apache.jackrabbit.oak-segment-azure           Oak Segment Azure                                                  1.22.8
org.apache.jackrabbit.oak-segment-tar             Oak Segment Tar                                                    1.22.8
org.apache.jackrabbit.oak-solr-osgi               Oak Solr OSGi                                                      1.22.8
com.fasterxml.jackson.core.jackson-databind       jackson-databind                                                   2.11.4
