SYMBOLIC NAME                                           BUNDLE NAME                                           VERSION                                
com.day.cq.wcm.cq-msm-core                              Day Communique 5 WCM Multi Site Management Core       5.12.58
com.adobe.aemfd.expeditor.aemfd-expeditor-utils-bundle  Expression Editor Utils Bundle                        5.0.68
org.apache.abdera.i18n                                  I18N Libraries                                        1.1.3
org.apache.jackrabbit.oak-jackrabbit-api                Jackrabbit API                                        1.22.5
org.apache.jackrabbit.oak-api                           Oak API                                               1.22.5
org.apache.jackrabbit.oak-blob-cloud-azure              Oak Azure Cloud Blob Store                            1.22.5
org.apache.jackrabbit.oak-blob-plugins                  Oak Blob Plugins                                      1.22.5
org.apache.jackrabbit.oak-blob                          Oak Blob Store                                        1.22.5
org.apache.jackrabbit.oak-authorization-cug             Oak CUG Authorization                                 1.22.5
org.apache.jackrabbit.oak-commons                       Oak Commons                                           1.22.5
org.apache.jackrabbit.oak-store-composite               Oak Composite Store                                   1.22.5
org.apache.jackrabbit.oak-core                          Oak Core                                              1.22.5
org.apache.jackrabbit.oak-core-spi                      Oak Core SPI                                          1.22.5
org.apache.jackrabbit.oak-store-document                Oak DocumentNodeStore                                 1.22.5
org.apache.jackrabbit.oak-auth-external                 Oak External Authentication Support                   1.22.5
org.apache.jackrabbit.oak-jcr                           Oak JCR Binding                                       1.22.5
org.apache.jackrabbit.oak-auth-ldap                     Oak LDAP Authentication Support                       1.22.5
org.apache.jackrabbit.oak-lucene                        Oak Lucene                                            1.22.5
org.apache.jackrabbit.oak-store-spi                     Oak NodeStore and Commit SPI                          1.22.5
org.apache.jackrabbit.oak-query-spi                     Oak Query SPI                                         1.22.5
org.apache.jackrabbit.oak-security-spi                  Oak Security SPI                                      1.22.5
org.apache.jackrabbit.oak-segment-azure                 Oak Segment Azure                                     1.22.5
org.apache.jackrabbit.oak-segment-tar                   Oak Segment Tar                                       1.22.5
org.apache.jackrabbit.oak-solr-osgi                     Oak Solr OSGi                                         1.22.5
com.adobe.cq.smartcontent-core                          SmartContent - Core Implementation                    0.2.10
